temperatura,vibracion,retraso
95.1180310961482,0.8586534838876724,1
68.06149220032007,0.3337508011964325,0
67.89677338617321,0.21037446218063105,0
69.72226150551691,0.5734877786049818,0
71.65631715701782,0.5543600154594432,0
97.06307710806458,0.9439501230620226,1
80.4619363784273,0.5486501643826202,0
67.7690828339261,0.49812912435541024,0
64.37678954081065,0.555623000940066,0
67.14626853125262,0.4329379790923355,0
67.41355774949814,0.48687430329076953,0
62.60739004816286,0.48273727000591804,0
61.18479922318633,0.6380091354147451,0
67.34501522499092,0.5427194361871684,0
66.0373963078365,0.4620872259012513,0
65.55242785187238,0.5758928589786765,0
72.8529933429658,0.404056076327652,0
66.48411787437057,0.41567534046838084,0
74.92161199238292,0.49667700093555395,0
74.85785475477178,0.41607903326609935,0
65.80139078909612,0.5677925871339269,0
77.48022155744592,0.47476464978737126,0
64.44712077267086,0.6217158520825496,0
67.64480847190839,0.5949554135441324,0
69.62777042116916,0.6914031353866786,0
66.99891561420603,0.5393317839394371,0
78.76135221711812,0.6521316051922451,0
70.09209189594776,0.5794264679621828,0
71.61359280169044,0.3521088431225871,0
67.77853369961944,0.5020793707675408,0
65.50792664325822,0.5459972142939117,0
75.84647795222837,0.4890390196074169,0
64.59468336200051,0.5871297297457244,0
71.73790852680835,0.5808057798281145,0
69.45619925771571,0.5119580368414153,0
68.65062532353315,0.5619154261005198,0
73.43025729999219,0.3896791634278317,0
71.80697802754207,0.49530794211208157,0
72.97578512718457,0.5529692754356731,0
68.65555654722584,0.5194384301577336,0
82.08620671194208,1.0192507512477975,1
70.8728890641592,0.39465844368263436,0
83.35690762125508,0.953450564848055,1
64.98735317681096,0.240895770785509,0
68.79381971071835,0.32269675317931185,0
71.22483285554361,0.543693816974635,0
69.90491896048655,0.44234895992732803,0
62.87625906893272,0.7142270358611864,0
68.49448152205356,0.4961491530499293,0
74.32877597085061,0.3985243269307133,0
74.91345491972757,0.3932197078420807,0
82.13199113551549,0.9575205016106566,1
70.06296200390898,0.4066732040926804,0
65.89658840824144,0.3354601253043108,0
82.43393216764207,0.9421586610614456,1
70.37902279096863,0.47865571290697917,0
68.89517913085169,0.43585184047770476,0
83.40076238372578,0.9160018225852788,1
84.2774066464224,0.8809096208272702,1
70.91671002869175,0.6039904687396076,0
68.98903673783053,0.5474698232879953,0
66.42824290986816,0.6009817089342634,0
72.85445255346583,0.3756136764608715,0
74.57701058851038,0.6030283454031842,0
68.77305941998564,0.5594754341665286,0
64.99189995052542,0.5351448207541583,0
68.07458859791842,0.5395803533437409,0
61.48308780322422,0.5490974951638251,0
66.9800740664209,0.6226933223884308,0
69.96013679341691,0.44481418541075535,0
76.84315778766174,0.30336434106239984,0
77.7496720250877,0.5964087168288357,0
87.31086333040972,0.8070489139807591,1
75.15499761247976,0.444969484615458,0
70.45880388267751,0.6500759790634311,0
64.08370743667112,0.5307406697809101,0
68.88268607337075,0.40103718634296626,0
65.80391238388681,0.49744459290085546,0
73.2510058897933,0.5269126941245107,0
66.88429736787617,0.4353772690156197,0
90.70074519260633,1.0112688374989927,1
67.57318226085448,0.41646529467402427,0
70.83226104106528,0.51598563919974,0
82.31621056242643,0.5495681887972604,0
71.85572936685655,0.5766080278384691,0
88.17709015104613,1.1099721789166517,1
85.44328795480719,0.8324291920838388,1
71.38345399665009,0.4246035411133324,0
91.80329297919326,0.9744191971499937,1
70.64610590987614,0.8193107567844862,0
65.462181689792,0.313346338292694,0
70.17631775985865,0.37757017637106344,0
69.24107452482208,0.3163794626896703,0
67.0030367727799,0.45120885918542974,0
80.91455684465905,0.9355613348785661,1
76.23042596248814,0.4761067900830306,0
66.7408194609892,0.4533963498131758,0
80.8162736165273,0.5142943094763707,0
67.05317621527894,0.4993929088460107,0
62.990744686038596,0.38569950872695163,0
73.16390933053142,0.3984178181021603,0
71.13729967302065,0.4702436496640008,0
72.36298741206521,0.3383689391563412,0
71.78556285755873,0.46507422956815714,0
67.3456561353984,0.6615582823548232,0
75.07185032509065,0.6710613372581925,0
80.48974222821245,0.8001939372685587,1
73.22742090570537,0.38060749936009447,0
80.94571244394831,0.8464198536947702,1
64.89383591434644,0.5253739661494573,0
72.48999145622724,0.6711708480142343,0
75.54351790291454,0.4985547729121721,0
79.32887255572378,0.4311849654822276,0
59.791325657878545,0.5754291329813574,0
72.35734178567998,0.3561722021682633,0
82.4551818714625,0.8046060580603356,1
63.99851796472112,0.4350722454933993,0
64.04348251398676,0.5981765486991595,0
66.37128093423267,0.5238368982734785,0
71.07046872065102,0.4398632356048786,0
63.94491900118771,0.48523974137013315,0
76.39225931303649,0.5369642192198094,0
83.46019235180479,0.7706727042128836,1
89.63107701120796,0.8918477326898354,1
76.38838410949255,0.7165002344901084,0
77.88021423774927,0.8769599285794233,1
73.95831346981468,0.48559124442783846,0
70.4982568254382,0.49358616534070077,0
72.96550628984193,0.5126379579546412,0
61.5376768514259,0.5484732817294475,0
65.09245674476024,0.6213097699979183,0
80.85751487609878,0.8137224235956879,1
72.7354869058502,0.6085895565831578,0
66.74199826197092,0.7579709337654319,0
84.95349839430693,0.766968637426101,1
79.41012248237517,0.5919228934575204,0
62.48428523440947,0.5452371796249734,0
85.3944040422762,0.41125078221979,0
58.49039417632208,0.43902170956806175,0
62.384065476081126,0.40806154084135765,0
79.64071383479923,1.040159859294643,1
65.0519758987071,0.4552678104341249,0
75.89720060360644,0.4634678448687891,0
74.11585291980957,0.4044877420650647,0
78.85400317817755,0.48241141875676635,0
